City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Torit,SS,2022-05-06 04:31:47,4.4133,32.5678,77.68,61,56,2.53
296,Lavassaare,EE,2022-05-06 04:31:48,58.5114,24.3889,45.82,93,55,5.75
297,Adrar,MR,2022-05-06 04:31:48,20.5022,-10.0711,73.65,20,2,10.71
298,Palmer,US,2022-05-06 04:31:49,42.1584,-72.3287,54.91,70,40,0.0
299,Atambua,ID,2022-05-06 04:31:49,-9.1061,124.8925,82.44,67,56,3.87
300,Ahipara,NZ,2022-05-06 04:31:50,-35.1667,173.1667,65.3,69,2,6.2
301,Concordia,AR,2022-05-06 04:27:12,-31.393,-58.0209,64.18,72,96,3.74
302,Longfeng,CN,2022-05-06 04:31:51,46.55,125.1167,46.38,65,87,20.98
303,Erzin,TR,2022-05-06 04:31:51,36.9559,36.2,57.69,65,0,5.17
304,Olafsvik,IS,2022-05-06 04:31:52,64.8945,-23.7142,34.93,63,31,11.27
305,Jizan,SA,2022-05-06 04:31:52,17.3333,42.6667,85.14,50,38,4.05
306,Praia Da Vitoria,PT,2022-05-06 04:31:53,38.7333,-27.0667,63.75,88,75,21.25
307,Coihaique,CL,2022-05-06 04:31:53,-45.5752,-72.0662,48.15,61,0,6.91
308,Bianzhuang,CN,2022-05-06 04:31:54,34.8486,118.0447,85.86,31,80,6.15
309,Guerrero Negro,MX,2022-05-06 04:28:11,27.9769,-114.0611,60.39,89,16,13.96
310,Sao Filipe,CV,2022-05-06 04:31:54,14.8961,-24.4956,71.53,82,20,3.94
311,Rosita,NI,2022-05-06 04:31:55,13.9268,-84.4032,73.38,99,71,1.34
312,Seymchan,RU,2022-05-06 04:31:55,62.8833,152.4333,41.13,53,54,19.64
313,Atar,MR,2022-05-06 04:31:56,20.5169,-13.0499,75.49,23,39,9.35
314,Japura,ID,2022-05-06 04:29:02,-0.3167,102.35,90.63,57,76,4.52
315,Ust-Nera,RU,2022-05-06 04:31:57,64.5667,143.2,34.16,90,100,8.01
316,Sambava,MG,2022-05-06 04:31:57,-14.2667,50.1667,77.76,73,16,9.01
317,Whitehorse,CA,2022-05-06 04:31:58,60.7161,-135.0538,43.57,40,75,2.3
318,Dudinka,RU,2022-05-06 04:31:58,69.4058,86.1778,15.62,86,61,17.45
319,Vage,NO,2022-05-06 04:31:59,60.0469,5.5178,50.45,87,100,7.9
320,Akdepe,TM,2022-05-06 04:31:59,42.0551,59.3788,75.29,32,74,14.58
321,Bathsheba,BB,2022-05-06 04:32:00,13.2167,-59.5167,79.41,83,40,18.41
322,Valparaiso,CL,2022-05-06 04:30:43,-33.0393,-71.6273,56.84,83,100,3.44
323,Deputatskiy,RU,2022-05-06 04:33:01,69.3,139.9,27.28,92,100,3.36
324,Kenora,CA,2022-05-06 04:33:01,49.8167,-94.4337,56.37,47,20,5.75
325,Kruisfontein,ZA,2022-05-06 04:33:02,-34.0033,24.7314,57.27,93,10,8.77
326,Bosaso,SO,2022-05-06 04:33:03,11.2842,49.1816,89.58,51,0,18.41
327,Tulghes,RO,2022-05-06 04:33:03,46.95,25.7667,44.11,73,25,1.36
328,Sovetskiy,RU,2022-05-06 04:33:04,61.3614,63.5842,35.28,57,100,13.56
329,Tual,ID,2022-05-06 04:33:05,-5.6667,132.75,84.54,71,99,11.36
330,Aguimes,ES,2022-05-06 04:33:06,27.9054,-15.4461,61.43,70,40,14.97
331,Zhangjiakou,CN,2022-05-06 04:32:48,40.81,114.8794,65.12,10,2,11.61
332,Erdenet,MN,2022-05-06 04:33:07,49.0333,104.0833,46.17,33,97,10.27
333,Vilhena,BR,2022-05-06 04:33:07,-12.7406,-60.1458,64.38,77,4,2.73
334,Kodinsk,RU,2022-05-06 04:33:08,58.6881,99.1844,53.96,38,100,9.53
335,Magomeni,TZ,2022-05-06 04:33:09,-6.8,39.25,75.96,83,49,8.66
336,Kisangani,CD,2022-05-06 04:33:09,0.5167,25.2,70.34,99,99,1.05
337,Zarubino,RU,2022-05-06 04:32:19,42.63,131.0922,53.2,74,100,12.5
338,Grand Gaube,MU,2022-05-06 04:33:10,-20.0064,57.6608,77.4,87,76,5.99
339,Cabedelo,BR,2022-05-06 04:33:11,-6.9811,-34.8339,75.87,83,100,11.52
340,Ostrovnoy,RU,2022-05-06 04:33:12,68.0531,39.5131,32.05,89,86,21.47
341,Princeton,US,2022-05-06 04:30:19,25.5384,-80.4089,80.62,93,0,0.0
342,Iqaluit,CA,2022-05-06 04:33:13,63.7506,-68.5145,11.93,85,75,12.66
343,Mount Gambier,AU,2022-05-06 04:31:53,-37.8333,140.7667,55.31,76,40,8.05
344,Netanya,IL,2022-05-06 04:33:13,32.3329,34.8599,64.42,71,44,13.49
345,Soyo,AO,2022-05-06 04:33:14,-6.1349,12.3689,76.42,88,72,3.49
346,El Colomo,MX,2022-05-06 04:33:15,19.05,-104.25,72.95,86,20,2.19
347,Talagante,CL,2022-05-06 04:33:16,-33.6667,-70.9333,59.65,77,0,1.52
348,Labrea,BR,2022-05-06 04:33:17,-7.2586,-64.7981,72.0,95,22,1.45
349,Lata,PT,2022-05-06 04:33:17,40.1629,-8.3327,55.08,83,1,3.53
350,Boromo,BF,2022-05-06 04:33:18,11.75,-2.9333,88.5,41,91,4.97
351,Djibo,BF,2022-05-06 04:33:19,14.1022,-1.6306,87.12,12,99,2.62
352,Fort Nelson,CA,2022-05-06 04:30:18,58.8053,-122.7002,47.79,37,40,6.91
353,Celestun,MX,2022-05-06 04:33:20,20.8667,-90.4,83.32,68,17,14.36
354,Castro,BR,2022-05-06 04:33:20,-24.7911,-50.0119,52.59,96,4,2.24
355,Mastic Beach,US,2022-05-06 04:30:47,40.7668,-72.8521,55.98,79,0,10.0
356,Forssa,FI,2022-05-06 04:33:21,60.8146,23.6215,37.4,80,82,6.2
357,Leku,ET,2022-05-06 04:33:21,6.8667,38.45,65.03,57,5,0.78
358,Acapulco,MX,2022-05-06 04:33:22,16.8634,-99.8901,78.62,83,20,6.91
359,Belaya Gora,RU,2022-05-06 04:33:23,68.5333,146.4167,31.73,99,100,8.23
360,Gamba,GA,2022-05-06 04:33:23,-2.65,10.0,76.53,94,99,5.06
361,Haines Junction,CA,2022-05-06 04:33:24,60.7522,-137.5108,42.75,42,99,10.36
362,Harper,LR,2022-05-06 04:33:24,4.375,-7.7169,79.56,86,61,2.26
363,Vanimo,PG,2022-05-06 04:33:25,-2.6741,141.3028,83.8,79,77,6.13
364,Cuamba,MZ,2022-05-06 04:33:26,-14.8031,36.5372,68.25,83,97,2.55
365,Yendi,GH,2022-05-06 04:33:27,9.4427,-0.0099,78.17,67,56,4.5
366,Antofagasta,CL,2022-05-06 04:33:27,-23.65,-70.4,58.28,78,86,4.61
367,Kismayo,SO,2022-05-06 04:33:28,-0.3582,42.5454,81.0,81,67,12.44
368,Cabinda,AO,2022-05-06 04:33:29,-5.55,12.2,76.06,89,93,3.02
369,Suntar,RU,2022-05-06 04:34:29,62.1444,117.6319,42.31,81,100,8.9
370,Kindu,CD,2022-05-06 04:34:30,-2.95,25.95,69.39,99,99,2.35
371,Las Vegas,US,2022-05-06 04:33:30,36.175,-115.1372,86.68,10,0,10.36
372,Ossora,RU,2022-05-06 04:34:31,59.2353,163.0719,32.34,92,100,2.98
373,Kakching,IN,2022-05-06 04:34:32,24.4833,93.9833,76.78,45,26,3.44
374,Lorengau,PG,2022-05-06 04:34:33,-2.0226,147.2712,85.64,69,24,7.09
375,Port Hedland,AU,2022-05-06 04:34:33,-20.3167,118.5667,87.85,29,0,13.8
376,Fukue,JP,2022-05-06 04:34:34,32.6881,128.8419,75.56,60,75,6.91
377,Contamana,PE,2022-05-06 04:34:35,-7.3333,-75.0167,70.12,78,87,0.76
378,Maracaju,BR,2022-05-06 04:34:36,-21.6144,-55.1683,57.6,92,0,3.62
379,Sveti Nikole,MK,2022-05-06 04:34:37,41.8696,21.9527,45.45,75,11,3.22
380,Sept-Iles,CA,2022-05-06 04:34:02,50.2001,-66.3821,34.32,60,75,4.61
381,Pacific Grove,US,2022-05-06 04:31:56,36.6177,-121.9166,57.34,83,0,8.05
382,Sorong,ID,2022-05-06 04:34:38,-0.8833,131.25,84.67,69,91,6.55
383,Peniche,PT,2022-05-06 04:34:38,39.3558,-9.3811,56.28,93,4,4.12
384,Catuday,PH,2022-05-06 04:34:39,16.2923,119.8062,85.87,64,31,9.73
385,Bayan,CN,2022-05-06 04:34:40,46.0833,127.4,53.08,53,97,16.42
386,Abhaynagar,BD,2022-05-06 04:34:41,23.0129,89.4049,93.29,45,12,4.56
387,Kamaishi,JP,2022-05-06 04:34:41,39.2667,141.8833,64.08,66,9,12.55
388,Pottendorf,AT,2022-05-06 04:34:42,47.9,16.3833,57.27,77,100,0.58
389,San Felipe,VE,2022-05-06 04:34:43,10.3399,-68.7425,74.73,95,100,2.8
390,Lagoa,PT,2022-05-06 04:34:43,39.05,-27.9833,62.01,87,100,30.27
391,Xining,CN,2022-05-06 04:32:46,36.6167,101.7667,74.03,20,68,6.49
392,Schattdorf,CH,2022-05-06 04:34:44,46.8655,8.6547,52.32,99,100,1.54
393,Rumoi,JP,2022-05-06 04:34:45,43.9344,141.6428,68.45,35,60,10.78
394,Port Blair,IN,2022-05-06 04:34:46,11.6667,92.75,84.24,74,75,5.75
395,Jinka,ET,2022-05-06 04:34:47,5.65,36.65,68.36,70,46,2.48
396,Ishigaki,JP,2022-05-06 04:34:47,24.3448,124.1572,80.73,78,75,5.75
397,Presidencia Roque Saenz Pena,AR,2022-05-06 04:34:48,-26.7852,-60.4388,64.33,85,100,5.7
398,Butembo,CD,2022-05-06 04:34:50,0.15,29.2833,61.0,84,80,2.3
399,Whitley Bay,GB,2022-05-06 04:33:41,55.0397,-1.4471,54.19,83,20,5.75
400,Moba,CN,2022-05-06 04:34:51,33.2288,105.0179,72.16,42,0,6.02
401,Mehamn,NO,2022-05-06 04:34:52,71.0357,27.8492,37.22,88,90,17.09
402,Curuca,BR,2022-05-06 04:34:52,-0.7289,-47.8481,73.6,97,90,3.69
403,Kiunga,PG,2022-05-06 04:34:56,-6.1219,141.2906,86.97,65,76,2.68
404,Kijang,KR,2022-05-06 04:34:57,35.2442,129.2139,76.73,62,0,11.32
405,Londiani,KE,2022-05-06 04:34:57,-0.165,35.5909,58.26,87,62,2.77
406,Saveh,IR,2022-05-06 04:34:58,35.0213,50.3566,70.97,42,6,3.0
407,Cockburn Town,TC,2022-05-06 04:34:59,21.4612,-71.1419,77.77,78,7,16.06
408,Taksimo,RU,2022-05-06 04:34:59,56.3444,114.8794,46.6,37,70,7.18
409,Birao,CF,2022-05-06 04:35:00,10.2849,22.7882,79.52,63,96,2.71
410,Oktyabrskiy,RU,2022-05-06 04:35:01,54.4815,53.471,40.86,43,0,13.29
411,Predivinsk,RU,2022-05-06 04:35:02,57.0669,93.4378,59.9,35,79,4.74
412,Tateyama,JP,2022-05-06 04:35:02,34.9833,139.8667,66.88,72,100,9.37
413,Vega De Alatorre,MX,2022-05-06 04:35:03,20.0333,-96.6333,80.42,84,100,8.95
414,Omboue,GA,2022-05-06 04:35:04,-1.5746,9.2618,75.74,95,100,3.85
415,Poum,NC,2022-05-06 04:36:04,-20.2333,164.0167,77.85,74,22,5.91
416,Ayan,RU,2022-05-06 04:36:05,56.45,138.1667,31.87,90,100,4.92
417,Serra Talhada,BR,2022-05-06 04:36:05,-7.9919,-38.2983,67.12,88,81,4.74
418,Petropavlovskoye,RU,2022-05-06 04:36:06,52.0712,84.107,68.45,25,6,11.21
419,San Cristobal,VE,2022-05-06 04:36:06,7.7669,-72.225,73.58,85,100,2.44
420,Chongwe,ZM,2022-05-06 04:36:10,-15.3292,28.682,58.06,82,62,3.24
421,Buchanan,LR,2022-05-06 04:36:10,5.8808,-10.0467,77.49,90,92,3.2
422,Oranjemund,NA,2022-05-06 04:36:11,-28.55,16.4333,54.64,98,16,3.44
423,Eidfjord,NO,2022-05-06 04:36:11,60.4675,7.0719,45.07,97,100,2.91
424,Mormugao,IN,2022-05-06 04:36:12,15.4,73.8,87.06,66,20,10.36
425,Riachao Do Jacuipe,BR,2022-05-06 04:36:12,-11.8069,-39.3856,69.24,97,6,4.41
426,Bend,US,2022-05-06 04:32:47,44.0582,-121.3153,50.86,80,0,8.01
427,Kibala,TD,2022-05-06 04:36:13,9.1104,18.3463,73.35,94,0,0.0
428,Kimbe,PG,2022-05-06 04:36:14,-5.5502,150.1429,84.29,80,85,3.18
429,Padang,ID,2022-05-06 04:36:14,-0.9492,100.3543,77.05,80,100,5.01
430,Kaitong,CN,2022-05-06 04:36:15,44.8135,123.15,63.07,10,7,16.49
431,Kozhevnikovo,RU,2022-05-06 04:36:15,56.2589,83.9714,60.26,27,16,8.97
432,Santo Antonio Do Ica,BR,2022-05-06 04:36:16,-3.1022,-67.9397,72.21,99,97,2.08
433,Vestmannaeyjar,IS,2022-05-06 04:36:16,63.4427,-20.2734,38.77,72,35,19.84
434,Caravelas,BR,2022-05-06 04:36:17,-17.7125,-39.2481,77.9,83,0,9.08
435,Nigran,ES,2022-05-06 04:36:17,42.1415,-8.8066,58.03,66,0,6.91
436,Blantyre,MW,2022-05-06 04:36:18,-15.785,35.0085,60.91,83,2,2.51
437,Jiazi,CN,2022-05-06 04:36:18,22.8779,116.067,79.11,69,42,13.0
438,Taltal,CL,2022-05-06 04:36:19,-25.4,-70.4833,61.48,84,100,1.88
439,Bandarbeyla,SO,2022-05-06 04:36:19,9.4942,50.8122,85.68,68,27,13.56
440,Bowen,AU,2022-05-06 04:36:20,-20.0167,148.2333,79.23,76,80,11.18
441,San Javier,ES,2022-05-06 04:36:20,37.8063,-0.8374,57.13,82,0,4.61
442,Jiuquan,CN,2022-05-06 04:36:21,39.7432,98.5174,74.84,19,98,13.91
443,Bambous Virieux,MU,2022-05-06 04:36:22,-20.3428,57.7575,77.25,83,75,19.57
444,Maragogi,BR,2022-05-06 04:36:22,-9.0122,-35.2225,77.58,83,100,7.18
445,Kerrville,US,2022-05-06 04:35:11,30.0474,-99.1403,71.55,89,0,0.0
446,Gunnedah,AU,2022-05-06 04:36:23,-30.9833,150.25,65.55,26,0,7.45
447,Banda Aceh,ID,2022-05-06 04:36:24,5.5577,95.3222,81.25,81,100,9.6
448,Barra Patuca,HN,2022-05-06 04:36:24,15.8,-84.2833,78.44,88,90,10.45
449,Xiongzhou,CN,2022-05-06 04:36:29,25.1167,114.3,88.23,45,91,3.85
450,Thinadhoo,MV,2022-05-06 04:36:29,0.5333,72.9333,84.52,73,95,12.93
451,Jos,NG,2022-05-06 04:36:30,9.9167,8.9,70.92,74,100,2.51
452,Crib Point,AU,2022-05-06 04:36:31,-38.35,145.2,59.86,61,100,20.85
453,Aiquile,BO,2022-05-06 04:36:31,-18.2041,-65.1807,50.68,89,0,2.44
454,Eskisehir,TR,2022-05-06 04:31:50,39.7767,30.5206,42.67,100,40,11.5
455,Lakes Entrance,AU,2022-05-06 04:36:32,-37.8811,147.981,59.16,42,18,10.92
456,Akyab,MM,2022-05-06 04:36:33,20.15,92.9,88.27,56,4,6.71
457,Comodoro Rivadavia,AR,2022-05-06 04:36:33,-45.8667,-67.5,53.46,40,0,26.46
458,Clonakilty,IE,2022-05-06 04:36:34,51.6231,-8.8706,53.1,95,100,12.91
459,Kudahuvadhoo,MV,2022-05-06 04:37:34,2.6708,72.8944,84.15,72,85,13.18
460,Logan Lake,CA,2022-05-06 04:37:35,50.4998,-120.8025,40.84,96,100,5.7
461,Lebanon,US,2022-05-06 04:37:35,36.2081,-86.2911,68.31,84,100,8.39
462,Usinsk,RU,2022-05-06 04:37:36,65.9939,57.5281,26.51,62,40,12.84
463,Shar,KZ,2022-05-06 04:37:36,49.5886,81.0453,71.62,25,44,3.98
464,Dukat,RU,2022-05-06 04:37:37,62.55,155.55,31.96,89,100,12.08
465,Teluk Nibung,ID,2022-05-06 04:37:38,3.001,99.8164,89.67,59,99,4.7
466,Farah,AF,2022-05-06 04:37:38,32.5,62.5,85.84,11,1,1.74
467,Tomatlan,MX,2022-05-06 04:37:39,19.9333,-105.25,68.61,92,5,0.45
468,Urumqi,CN,2022-05-06 04:37:39,43.801,87.6005,61.75,72,75,8.95
469,Prince Rupert,CA,2022-05-06 04:33:35,54.3161,-130.3201,46.09,76,0,10.36
470,Camacupa,AO,2022-05-06 04:37:40,-12.0167,17.4833,55.69,81,80,2.62
471,Denpasar,ID,2022-05-06 04:37:41,-8.65,115.2167,87.46,79,20,11.5
472,Rumuruti,KE,2022-05-06 04:37:41,0.267,36.5389,63.99,76,74,6.33
473,Kloulklubed,PW,2022-05-06 04:37:42,7.0419,134.2556,77.5,77,100,14.88
474,Brae,GB,2022-05-06 04:37:42,60.3964,-1.353,49.66,96,100,19.6
475,Ixtapa,MX,2022-05-06 04:37:43,20.7,-105.2,76.23,83,75,4.61
476,Burnie,AU,2022-05-06 04:37:43,-41.0667,145.9167,50.94,83,100,7.27
477,Svarstad,NO,2022-05-06 04:37:44,59.399,9.9698,44.82,70,10,1.81
478,Puerto Escondido,MX,2022-05-06 04:37:44,15.85,-97.0667,79.63,73,0,6.91
479,Bilma,NE,2022-05-06 04:37:45,18.6853,12.9164,85.59,15,20,6.96
480,Nalut,LY,2022-05-06 04:37:46,30.3333,10.85,66.6,27,22,6.8
481,Imbituba,BR,2022-05-06 04:37:46,-28.24,-48.6703,62.85,80,20,8.37
482,San Ramon,US,2022-05-06 04:37:47,37.7799,-121.978,59.92,80,0,10.36
483,Talas,TR,2022-05-06 04:37:47,38.6908,35.5538,41.67,81,75,4.61
484,Beoumi,CI,2022-05-06 04:37:48,7.6736,-5.5764,72.84,89,77,3.0
485,Oskarshamn,SE,2022-05-06 04:37:48,57.2645,16.4484,42.98,79,13,7.02
486,Makakilo City,US,2022-05-06 04:37:49,21.3469,-158.0858,77.32,68,40,17.27
487,Iberia,US,2022-05-06 04:37:49,29.9502,-91.7507,73.38,83,100,17.27
488,Chernyshevskiy,RU,2022-05-06 04:37:50,63.0128,112.4714,44.42,68,46,13.18
489,Lac Du Bonnet,CA,2022-05-06 04:37:50,50.2536,-96.0612,49.35,81,21,6.78
490,Tatarsk,RU,2022-05-06 04:37:51,55.219,75.9828,65.53,43,62,16.46
491,Marawi,PH,2022-05-06 04:37:51,7.9986,124.2928,82.65,65,99,6.2
492,Umea,SE,2022-05-06 04:37:52,63.8284,20.2597,42.91,81,0,4.61
493,Hami,CN,2022-05-06 04:37:52,42.8,93.45,82.72,19,100,8.14
494,Grindavik,IS,2022-05-06 04:37:53,63.8424,-22.4338,35.55,80,20,10.36
495,Dehloran,IR,2022-05-06 04:37:54,32.6941,47.2679,81.43,23,0,3.58
496,Broken Hill,AU,2022-05-06 04:37:54,-31.95,141.4333,56.91,47,40,12.66
497,Daru,PG,2022-05-06 04:37:55,-9.0763,143.2092,81.91,84,61,10.22
498,Freeport,US,2022-05-06 04:36:53,40.6576,-73.5832,62.19,75,0,4.61
499,San Francisco,US,2022-05-06 04:37:55,37.7749,-122.4194,60.67,88,100,10.36
500,Acarau,BR,2022-05-06 04:37:56,-2.8856,-40.12,75.61,91,65,10.6
501,Wilmington,US,2022-05-06 04:37:57,34.2257,-77.9447,71.51,86,100,6.91
502,Rapid Valley,US,2022-05-06 04:37:57,44.0625,-103.1463,56.44,66,0,13.0
503,Dauphin,CA,2022-05-06 04:34:12,51.1494,-100.0502,60.94,55,0,9.22
504,Ust-Maya,RU,2022-05-06 04:38:58,60.4167,134.5333,42.48,58,93,6.51
505,Tanete,ID,2022-05-06 04:38:58,-3.9443,119.7848,87.22,65,85,8.32
506,Ponta Delgada,PT,2022-05-06 04:38:59,37.7333,-25.6667,66.51,82,40,11.5
507,Santa Cruz,BO,2022-05-06 04:38:59,-17.8,-63.1667,58.46,82,0,8.05
508,Naryan-Mar,RU,2022-05-06 04:36:32,67.6713,53.087,23.4,85,41,9.53
509,Olean,US,2022-05-06 04:37:30,42.0776,-78.4297,57.88,61,40,6.91
510,Damara,CF,2022-05-06 04:39:00,4.9608,18.7035,68.63,94,100,3.33
511,Bogorodskoye,RU,2022-05-06 04:39:01,56.55,37.8833,44.89,59,94,8.39
512,Phan Thiet,VN,2022-05-06 04:36:54,10.9333,108.1,88.93,60,58,15.68
513,Moroni,KM,2022-05-06 04:39:02,-11.7022,43.2551,75.2,83,20,3.44
514,Dunedin,NZ,2022-05-06 04:39:02,-45.8742,170.5036,59.81,69,100,4.0
515,Sur,OM,2022-05-06 04:39:03,22.5667,59.5289,89.37,38,0,6.44
516,Sinjai,ID,2022-05-06 04:39:03,-5.1241,120.253,86.94,65,8,6.69
517,Tuatapere,NZ,2022-05-06 04:39:04,-46.1333,167.6833,60.26,79,99,3.15
518,Powell River,CA,2022-05-06 04:39:04,49.8496,-124.5361,50.07,91,100,9.22
519,Kathu,TH,2022-05-06 04:39:05,7.9178,98.3332,87.75,82,96,7.05
520,Svetlyy,RU,2022-05-06 04:39:06,54.675,20.1347,50.97,80,59,2.66
521,Teruel,ES,2022-05-06 04:39:06,40.6667,-0.6667,37.02,90,37,5.32
522,Hirado,JP,2022-05-06 04:39:07,33.3597,129.5531,66.16,80,98,4.18
523,Misratah,LY,2022-05-06 04:39:07,32.3754,15.0925,68.16,59,4,8.88
524,Yomou,GN,2022-05-06 04:39:08,7.5603,-9.2653,70.81,94,100,2.3
525,Asau,RO,2022-05-06 04:39:08,46.4333,26.4,43.29,64,33,1.57
526,Kabompo,ZM,2022-05-06 04:39:09,-13.5927,24.2008,55.17,87,54,4.43
527,Pangody,RU,2022-05-06 04:39:10,65.85,74.4859,22.66,79,97,5.68
528,Anshun,CN,2022-05-06 04:39:10,26.25,105.9333,70.93,64,79,9.06
529,Saint John,CA,2022-05-06 04:38:27,45.2727,-66.0677,44.6,61,0,10.36
530,Williston,US,2022-05-06 04:35:53,48.147,-103.618,62.04,49,72,5.99
531,Kavaratti,IN,2022-05-06 04:39:11,10.5669,72.642,85.14,70,100,13.15
532,Pasighat,IN,2022-05-06 04:39:12,28.0667,95.3333,87.01,51,2,4.16
533,Saint-Joseph,RE,2022-05-06 04:39:12,-21.3667,55.6167,77.38,78,36,15.55
534,San Rafael,AR,2022-05-06 04:39:13,-34.6177,-68.3301,56.01,44,0,3.67
535,Issenye,TZ,2022-05-06 04:39:14,-2.0,34.3333,63.03,88,74,3.87
