City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
310,Khatanga,RU,71.9667,102.5,3.16,97,55,8.99,broken clouds,0,0
311,Sukabumi,ID,-6.9181,106.9267,72.54,94,100,1.83,overcast clouds,0,0
312,Winona,US,43.9666,-91.7668,62.4,52,40,10.36,scattered clouds,0,0
313,Alofi,NU,-19.0595,-169.9187,76.89,88,100,10.36,drizzle,0,0
314,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,93,100,8.95,overcast clouds,0,0
315,Petukhovo,RU,55.0692,67.9019,49.55,37,56,7.05,broken clouds,0,0
316,Erzin,TR,36.9559,36.2,59.09,71,20,2.17,few clouds,0,0
317,Wenatchee,US,47.4235,-120.3103,53.83,49,75,16.11,broken clouds,0,0
318,Butwal,NP,27.7006,83.4484,78.01,59,24,5.5,few clouds,0,0
319,Husavik,IS,66.0449,-17.3389,42.22,91,100,3.47,overcast clouds,0,0
320,Iralaya,HN,15.0,-83.2333,85.1,67,56,10.18,broken clouds,0,0
321,Pesqueira,BR,-8.3578,-36.6964,70.7,83,78,9.82,broken clouds,0,0
322,Bridgeton,US,39.4273,-75.2341,57.11,47,100,19.57,overcast clouds,0,0
323,Chalmette,US,29.9427,-89.9634,89.01,58,0,9.22,clear sky,0,0
324,Totness,SR,5.8833,-56.3167,80.15,81,93,12.91,overcast clouds,0,0
325,Peniche,PT,39.3558,-9.3811,62.11,87,5,9.15,clear sky,0,0
326,Darhan,MN,49.4867,105.9228,38.1,85,100,19.42,light rain,0,0
327,Fort-Shevchenko,KZ,44.5086,50.263,56.64,82,100,19.44,overcast clouds,0,0
328,Dikson,RU,73.5069,80.5464,25.21,94,100,27.38,snow,0,0
329,Camapua,BR,-19.5314,-54.0439,73.38,42,0,0.34,clear sky,0,0
330,Kurilsk,RU,45.2333,147.8833,40.14,74,3,8.97,clear sky,0,0
331,Tshikapa,CD,-6.4167,20.8,73.58,81,91,1.5,overcast clouds,0,0
332,La Ronge,CA,55.1001,-105.2842,52.05,32,75,16.11,broken clouds,0,0
333,Kihei,US,20.785,-156.4656,84.22,81,40,17.27,scattered clouds,0,0
334,Mount Darwin,ZW,-16.7725,31.5838,70.11,55,94,3.58,overcast clouds,0,0
335,Shar,KZ,49.5886,81.0453,39.56,38,15,7.63,few clouds,0,0
336,Progreso,MX,21.2833,-89.6667,103.1,65,0,16.53,clear sky,0,0
337,Victoria,HK,22.2855,114.1577,77.38,78,100,8.01,overcast clouds,0,0
338,Mehamn,NO,71.0357,27.8492,31.95,80,75,16.11,light snow,0,0
339,Vodyane,UA,47.4875,34.4924,56.88,47,37,6.55,scattered clouds,0,0
340,Goundi,TD,9.3627,17.366,92.57,24,10,5.03,clear sky,0,0
341,Swift Current,CA,50.2834,-107.8014,54.41,47,40,8.05,scattered clouds,0,0
342,Huarmey,PE,-10.0681,-78.1522,69.89,77,99,10.65,overcast clouds,0,0
343,San Joaquin,US,37.9333,-121.3011,64.65,38,100,20.71,overcast clouds,0,0
344,Black River,JM,18.0264,-77.8487,83.88,65,16,13.35,few clouds,0,0
345,Diamantino,BR,-14.4086,-56.4461,79.93,50,7,4.29,clear sky,0,0
346,Kongolo,CD,-5.3833,27.0,70.74,92,100,3.2,light rain,0,0
347,Acajutla,SV,13.5928,-89.8275,85.89,67,70,7.92,broken clouds,0,0
348,Weligama,LK,5.9667,80.4167,80.78,88,95,14.09,overcast clouds,0,0
349,Constitucion,CL,-35.3333,-72.4167,56.41,85,100,5.17,overcast clouds,0,0
350,Jalu,LY,29.0331,21.5482,73.45,31,0,14.52,clear sky,0,0
351,Bellavista,PE,-7.0561,-76.5911,85.71,59,70,3.49,broken clouds,0,0
352,Tual,ID,-5.6667,132.75,84.11,76,100,11.34,moderate rain,0,0
353,Paamiut,GL,61.994,-49.6678,33.42,87,100,18.48,overcast clouds,0,0
354,Voyvozh,RU,62.892,54.9635,46.9,68,5,11.23,clear sky,0,0
355,Osypenko,UA,46.9136,36.8253,49.08,53,1,7.94,clear sky,0,0
356,Kitimat,CA,54.0524,-128.6534,52.18,62,99,3.02,overcast clouds,0,0
357,Nuevo Progreso,MX,23.1667,-97.95,94.53,56,16,4.0,few clouds,0,0
358,Lapi,PH,17.716,121.8978,74.75,91,55,4.07,light rain,0,0
359,Nantucket,US,41.2835,-70.0995,51.94,53,0,26.46,clear sky,0,0
360,Prado,BR,-17.3411,-39.2208,72.86,90,100,7.96,overcast clouds,0,0
361,Magole,TZ,-6.3667,37.3667,69.13,88,100,2.37,overcast clouds,0,0
362,Pangkalanbuun,ID,-2.6833,111.6167,74.14,99,100,1.97,moderate rain,0,0
363,Atar,MR,20.5169,-13.0499,96.21,15,85,15.57,overcast clouds,0,0
364,Popondetta,PG,-8.7537,148.2534,76.57,83,97,2.57,overcast clouds,0,0
365,Bontang,ID,0.1333,117.5,77.02,93,100,5.77,overcast clouds,0,0
366,Ranong,TH,9.9658,98.6348,78.98,88,100,1.83,overcast clouds,0,0
367,Makat,KZ,47.6469,53.3463,60.87,52,100,16.55,overcast clouds,0,0
368,Bud,US,39.447,-86.1758,71.82,47,63,11.36,broken clouds,0,0
369,Wattegama,LK,6.7989,81.4808,76.95,86,94,5.93,moderate rain,0,0
370,Ancud,CL,-41.8697,-73.8203,52.41,85,38,4.97,scattered clouds,0,0
371,Fort Nelson,CA,58.8053,-122.7002,33.39,86,100,16.11,light snow,0,0
372,Marystown,CA,47.1666,-55.1483,42.53,59,0,11.45,clear sky,0,0
373,Ahipara,NZ,-35.1667,173.1667,62.92,81,97,7.52,overcast clouds,0,0
374,Aracati,BR,-4.5617,-37.7697,79.41,77,100,7.27,overcast clouds,0,0
375,Yamada,JP,39.4667,141.95,49.37,76,100,4.52,overcast clouds,0,0
376,Cowra,AU,-33.8333,148.6833,42.53,89,0,5.39,clear sky,0,0
377,Broken Hill,AU,-31.95,141.4333,42.51,87,0,6.91,clear sky,0,0
378,Nyurba,RU,63.2842,118.3319,30.99,94,100,9.04,light snow,0,0
379,Nautla,MX,20.2167,-96.7833,90.3,57,12,14.38,few clouds,0,0
380,Challans,FR,46.8436,-1.8749,68.2,74,90,1.01,overcast clouds,0,0
381,Xining,CN,36.6167,101.7667,45.57,78,1,1.05,clear sky,0,0
382,Shushenskoye,RU,53.325,91.9356,35.04,42,88,4.79,overcast clouds,0,0
383,Shubarkuduk,KZ,49.1447,56.4872,54.95,35,100,16.35,overcast clouds,0,0
384,Avera,US,33.194,-82.5271,71.11,50,79,6.53,broken clouds,0,0
385,Nara,JP,34.6851,135.8049,57.49,41,100,4.07,overcast clouds,0,0
386,Llanes,ES,43.4198,-4.7549,59.74,82,0,6.11,clear sky,0,0
387,Kailua,US,21.4022,-157.7394,82.38,68,40,14.97,scattered clouds,0,0
388,Luyang,CN,27.6239,110.0989,66.87,98,100,2.66,overcast clouds,0,0
389,San Matias,BO,-16.3667,-58.4,81.77,44,1,4.0,clear sky,0,0
390,Kawalu,ID,-7.3817,108.2082,73.24,96,98,1.39,overcast clouds,0,0
391,Luorong,CN,24.4058,109.6086,71.44,93,100,1.7,overcast clouds,0,0
392,Nisia Floresta,BR,-6.0911,-35.2086,81.41,83,100,10.94,overcast clouds,0,0
393,Puerto Escondido,MX,15.85,-97.0667,88.68,53,79,9.22,broken clouds,0,0
394,Atherton,GB,53.5237,-2.4935,61.25,68,77,1.99,broken clouds,0,0
395,Ankazobe,MG,-18.3167,47.1167,62.11,87,13,1.07,few clouds,0,0
396,Bambous Virieux,MU,-20.3428,57.7575,75.45,88,20,3.44,few clouds,0,0
397,Mosquera,CO,4.7059,-74.2302,62.69,72,75,8.05,broken clouds,0,0
398,Soyo,AO,-6.1349,12.3689,78.21,90,19,4.92,few clouds,0,0
399,Lerwick,GB,60.1545,-1.1494,48.2,87,100,20.45,overcast clouds,0,0
400,Barth,DE,54.3635,12.7249,49.08,85,13,8.19,few clouds,0,0
401,Jumla,NP,29.2747,82.1838,50.88,84,6,3.69,clear sky,0,0
402,Concepcion De Ataco,SV,13.8703,-89.8486,82.98,65,73,5.88,broken clouds,0,0
403,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,0,14.97,clear sky,0,0
404,Abu Kamal,SY,34.4506,40.9171,70.07,31,0,5.55,clear sky,0,0
405,Beringovskiy,RU,63.05,179.3167,34.93,68,47,14.0,scattered clouds,0,0
406,Nieuwpoort,BE,51.1244,2.7735,52.18,84,0,10.36,clear sky,0,0
407,Kungurtug,RU,50.5994,97.5228,23.72,91,88,4.18,overcast clouds,0,0
408,Omboue,GA,-1.5746,9.2618,78.06,91,41,5.46,scattered clouds,0,0
409,Port Macquarie,AU,-31.4333,152.9167,46.89,75,0,5.3,clear sky,0,0
410,Ugoofaaru,MV,5.6667,73.0,84.0,77,100,19.64,overcast clouds,0,0
411,Vagay,RU,57.9375,69.0217,48.04,62,67,3.71,broken clouds,0,0
412,Eyl,SO,7.9803,49.8164,83.3,79,45,9.22,scattered clouds,0,0
413,Oberndorf,DE,48.2905,8.5722,49.15,91,12,2.59,few clouds,0,0
414,Eisiskes,LT,54.1667,25.0,42.73,62,47,10.67,scattered clouds,0,0
415,Missoula,US,47.0166,-113.8009,43.18,47,100,8.75,overcast clouds,0,0
416,Athabasca,CA,54.7169,-113.2854,41.41,63,100,17.83,overcast clouds,0,0
417,Khandbari,NP,27.3747,87.2039,68.95,80,100,4.68,overcast clouds,0,0
418,Buraydah,SA,26.326,43.975,81.05,16,5,9.66,clear sky,0,0
419,Miranda,CO,3.2499,-76.2281,86.13,73,97,0.38,overcast clouds,0,0
420,Yulara,AU,-25.2406,130.9889,51.64,40,100,5.75,overcast clouds,0,0
421,Klaksvik,FO,62.2266,-6.589,49.12,98,100,20.92,light rain,0,0
422,Kismayo,SO,-0.3582,42.5454,80.04,85,97,13.38,light rain,0,0
423,El Vendrell,ES,41.2167,1.5333,65.75,71,76,1.01,broken clouds,0,0
424,Xinzhi,CN,36.4989,111.7047,53.85,92,100,3.83,moderate rain,0,0
425,Port-Gentil,GA,-0.7193,8.7815,82.36,83,40,6.91,scattered clouds,0,0
426,Mocuba,MZ,-16.8392,36.9856,65.93,97,9,3.02,clear sky,0,0
427,Goderich,CA,43.7501,-81.7165,55.72,50,6,12.66,clear sky,0,0
428,Srednekolymsk,RU,67.45,153.6833,31.44,83,39,8.75,scattered clouds,0,0
429,Kyabe,TD,9.4515,18.9449,91.9,27,41,2.75,scattered clouds,0,0
430,Maniitsoq,GL,65.4167,-52.9,32.7,83,43,16.93,scattered clouds,0,0
431,Samarai,PG,-10.6167,150.6667,82.62,81,65,13.71,broken clouds,0,0
432,Celestun,MX,20.8667,-90.4,88.27,65,1,12.06,clear sky,0,0
433,Sur,OM,22.5667,59.5289,88.59,36,0,10.71,clear sky,0,0
434,Ostrovnoy,RU,68.0531,39.5131,26.49,80,27,6.82,scattered clouds,0,0
435,Brooks,CA,50.5834,-111.8851,51.42,58,100,3.44,overcast clouds,0,0
436,Sungairaya,ID,0.7,108.9,78.19,88,100,6.46,moderate rain,0,0
437,Camiri,BO,-20.05,-63.5167,76.78,50,100,0.0,overcast clouds,0,0
438,Port Augusta,AU,-32.5,137.7667,52.05,68,72,4.45,broken clouds,0,0
439,Marawi,PH,7.9986,124.2928,69.73,95,95,0.74,overcast clouds,0,0
440,Canon City,US,38.441,-105.2424,82.38,28,0,13.8,clear sky,0,0
441,Belmonte,BR,-15.8631,-38.8828,75.42,85,93,10.02,moderate rain,0,0
442,Mirnyy,RU,62.5353,113.9611,30.24,92,100,8.99,overcast clouds,0,0
443,Havoysund,NO,70.9963,24.6622,32.23,66,100,20.33,light snow,0,0
444,Severo-Yeniseyskiy,RU,60.3725,93.0408,18.48,96,96,6.02,light snow,0,0
445,Mananara,MG,-16.1667,49.7667,73.2,95,30,4.21,light rain,0,0
446,Pont-Audemer,FR,49.35,0.5167,57.74,87,62,5.55,broken clouds,0,0
447,Lavrentiya,RU,65.5833,-171.0,32.94,92,100,5.23,overcast clouds,0,0
448,Verkhnevilyuysk,RU,63.4453,120.3167,31.39,93,98,9.15,light snow,0,0
449,Jacareacanga,BR,-6.2222,-57.7528,82.78,76,26,2.66,scattered clouds,0,0
450,Tanglad,PH,11.2917,125.5768,77.27,83,100,6.76,overcast clouds,0,0
451,Cherskiy,RU,68.75,161.3,22.89,92,100,11.63,overcast clouds,0,0
452,Numaran,MX,20.25,-101.9333,96.64,10,53,6.53,broken clouds,0,0
453,Nanortalik,GL,60.1432,-45.2371,37.17,89,100,0.83,overcast clouds,0,0
454,Gillette,US,44.2911,-105.5022,66.11,20,0,28.77,clear sky,0,0
455,Batagay-Alyta,RU,67.8006,130.4114,26.29,94,100,3.04,light snow,0,0
456,Kropotkin,RU,45.4375,40.5756,47.46,78,91,3.62,overcast clouds,0,0
457,Valparaiso,CL,-33.0393,-71.6273,61.03,74,100,4.61,overcast clouds,0,0
458,Dunmore East,IE,52.1514,-6.9861,55.69,77,88,10.94,overcast clouds,0,0
459,Urucui,BR,-7.2294,-44.5561,82.22,41,99,0.69,overcast clouds,0,0
460,Ukiah,US,39.1502,-123.2078,53.49,77,40,5.75,scattered clouds,0,0
461,Nipawin,CA,53.3668,-104.0009,60.84,33,0,16.11,clear sky,0,0
462,Antalaha,MG,-14.9003,50.2788,73.54,89,13,6.04,few clouds,0,0
463,Cuamba,MZ,-14.8031,36.5372,67.03,75,43,1.79,scattered clouds,0,0
464,Cap Malheureux,MU,-19.9842,57.6142,73.47,79,1,4.0,clear sky,0,0
465,Asfi,MA,32.2994,-9.2372,68.32,68,12,17.0,few clouds,0,0
466,Pangnirtung,CA,66.1451,-65.7125,28.04,84,82,3.13,broken clouds,0,0
467,Ormara,PK,25.2088,64.6357,81.19,81,0,12.28,clear sky,0,0
468,Guia Lopes Da Laguna,BR,-21.4578,-56.1142,75.09,42,0,4.14,clear sky,0,0
469,Clyde River,CA,70.4692,-68.5914,30.43,74,100,0.0,overcast clouds,0,0
470,Murdochville,CA,48.9583,-65.5006,40.08,39,0,7.74,clear sky,0,0
471,Ayan,RU,56.45,138.1667,35.87,81,82,8.37,broken clouds,0,0
472,Idrinskoye,RU,54.3708,92.1358,32.31,43,78,1.05,broken clouds,0,0
473,Wenling,CN,28.3669,121.36,62.11,95,58,5.03,broken clouds,0,0
474,Leh,IN,34.1667,77.5833,45.72,50,2,4.18,clear sky,0,0
475,Vostok,RU,46.4856,135.8833,35.02,86,77,4.34,broken clouds,0,0
476,Noumea,NC,-22.2763,166.4572,75.0,99,100,7.0,overcast clouds,0,0
477,Buala,SB,-8.145,159.5921,81.97,82,99,9.17,moderate rain,0,0
478,Desaguadero,PE,-16.5656,-69.0417,54.52,38,62,11.3,broken clouds,0,0
479,Impfondo,CG,1.6381,18.0667,75.76,80,80,1.72,broken clouds,0,0
480,Poum,NC,-20.2333,164.0167,76.8,62,100,15.95,overcast clouds,0,0
481,Alcanede,PT,39.415,-8.8219,64.67,70,5,5.91,clear sky,0,0
482,Jaisalmer,IN,26.9147,70.9181,86.56,38,0,18.81,clear sky,0,0
483,Berlevag,NO,70.8578,29.0864,32.0,74,40,19.57,scattered clouds,0,0
484,Ramos Arizpe,MX,25.55,-100.9667,98.96,10,5,13.0,clear sky,0,0
485,Manoel Urbano,BR,-8.8389,-69.2597,82.17,70,96,1.45,overcast clouds,0,0
486,Palembang,ID,-2.9167,104.7458,80.69,89,40,2.3,scattered clouds,0,0
487,Knysna,ZA,-34.0363,23.0471,56.3,79,79,3.4,broken clouds,0,0
488,Newtownards,GB,54.5924,-5.6909,54.34,88,40,3.0,scattered clouds,0,0
489,Alexandria,EG,31.2156,29.9553,69.76,68,0,11.5,clear sky,0,0
490,Dakar,SN,14.6937,-17.4441,72.48,88,40,9.22,scattered clouds,0,0
491,Anakapalle,IN,17.6833,83.0167,84.15,78,84,7.38,broken clouds,0,0
492,Pensacola,US,30.4213,-87.2169,91.42,59,0,10.36,clear sky,0,0
493,Griffith,US,41.5284,-87.4237,68.09,52,0,14.97,clear sky,0,0
494,Joacaba,BR,-27.1781,-51.5047,58.46,83,0,2.86,clear sky,0,0
495,Bilma,NE,18.6853,12.9164,94.35,11,100,4.38,overcast clouds,0,0
496,Hun,LY,29.1268,15.9477,69.55,41,0,16.96,clear sky,0,0
497,Port Hedland,AU,-20.3167,118.5667,69.85,40,86,9.22,overcast clouds,0,0
498,San Clemente,US,33.427,-117.612,72.05,72,65,8.01,broken clouds,0,0
499,Axim,GH,4.8699,-2.2405,80.96,82,82,8.88,broken clouds,0,0
500,Bilibino,RU,68.0546,166.4372,23.4,84,100,5.37,overcast clouds,0,0
501,Tsabong,BW,-26.0217,22.401,55.13,34,0,7.16,clear sky,0,0
502,Iguala,MX,18.3438,-99.5372,101.64,19,4,5.17,clear sky,0,0
503,Rawson,AR,-43.3002,-65.1023,63.28,32,46,14.99,scattered clouds,0,0
504,Flin Flon,CA,54.7682,-101.865,57.04,33,40,24.16,scattered clouds,0,0
505,Camacha,PT,33.0833,-16.3333,58.42,72,20,12.66,few clouds,0,0
506,Kununurra,AU,-15.7667,128.7333,73.38,31,1,6.91,clear sky,0,0
507,Corrente,BR,-3.7367,-43.3394,75.29,95,100,1.41,moderate rain,0,0
508,Santa Luzia,BR,-19.7697,-43.8514,78.94,55,20,9.22,few clouds,0,0
509,Nyimba,ZM,-14.5566,30.8149,70.7,66,68,3.51,broken clouds,0,0
510,Inverell,AU,-29.7833,151.1167,48.67,88,45,4.14,scattered clouds,0,0
511,Yar-Sale,RU,66.8333,70.8333,35.35,100,100,10.33,overcast clouds,0,0
512,Oktyabrskiy,RU,54.4815,53.471,47.62,51,100,2.73,overcast clouds,0,0
513,Saint-Augustin,CA,51.226,-58.6502,45.93,47,94,11.03,overcast clouds,0,0
514,Muros,ES,42.7762,-9.0603,69.67,71,29,4.99,scattered clouds,0,0
515,Gamba,GA,-2.65,10.0,78.37,89,80,3.38,broken clouds,0,0
516,Dargaville,NZ,-35.9333,173.8833,60.73,82,87,6.2,overcast clouds,0,0
517,Shimoda,JP,34.6667,138.95,57.11,85,100,2.39,overcast clouds,0,0
518,Mbanza-Ngungu,CD,-5.25,14.8667,69.69,93,73,1.43,light rain,0,0
519,Nioro,GM,13.35,-15.75,82.78,43,0,13.2,clear sky,0,0
520,Kieta,PG,-6.2167,155.6333,80.49,84,58,2.53,light rain,0,0
521,Nizhniy Kuranakh,RU,58.8353,125.4869,35.67,99,100,4.61,light rain,0,0
522,Banjar,ID,-8.19,114.9675,77.67,90,85,3.0,overcast clouds,0,0
523,Raga,SS,8.4596,25.678,78.85,63,100,5.84,overcast clouds,0,0
524,Laguna,US,38.421,-121.4238,66.06,42,75,17.27,broken clouds,0,0
525,Faya,SA,18.3851,42.4509,66.31,56,0,1.68,clear sky,0,0
526,Hami,CN,42.8,93.45,66.65,30,0,8.79,clear sky,0,0
527,Amapa,BR,1.0,-52.0,73.99,98,98,4.65,overcast clouds,0,0
528,Rexburg,US,43.826,-111.7897,49.98,34,20,10.36,few clouds,0,0
529,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,16.11,few clouds,0,0
530,Forio,IT,40.7342,13.8646,62.42,83,99,4.0,overcast clouds,0,0
531,Muisne,EC,0.6,-80.0333,78.96,83,88,11.41,overcast clouds,0,0
532,Bull Savanna,JM,17.8868,-77.5902,81.82,63,29,14.03,scattered clouds,0,0
533,Ternate,ID,0.8,127.4,81.66,81,99,3.27,overcast clouds,0,0
534,Bayir,TR,37.2687,28.2167,57.72,65,73,1.66,broken clouds,0,0
535,Tromso,NO,69.6496,18.957,32.38,93,75,16.11,broken clouds,0,0
536,Polyarnyy,RU,69.1989,33.4478,32.23,74,100,8.37,overcast clouds,0,0
537,Alegrete,BR,-29.7831,-55.7919,65.77,80,78,3.65,broken clouds,0,0
538,Tuatapere,NZ,-46.1333,167.6833,51.67,90,100,3.33,light rain,0,0
539,Hambantota,LK,6.1241,81.1185,82.15,82,88,19.22,overcast clouds,0,0
540,Cassilandia,BR,-19.1133,-51.7342,74.48,55,0,4.03,clear sky,0,0
541,Fort Saint James,CA,54.4333,-124.25,47.46,58,100,4.09,overcast clouds,0,0
542,Benxi,CN,41.2886,123.765,39.52,57,0,2.3,clear sky,0,0
543,Tarko-Sale,RU,64.9225,77.785,33.53,98,100,13.82,overcast clouds,0,0
544,Sivaganga,IN,9.8667,78.4833,86.41,48,100,4.99,overcast clouds,0,0
545,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.91,91,54,2.35,broken clouds,0,0
546,Lubao,PH,14.9167,120.55,80.67,82,62,5.39,broken clouds,0,0
547,Vila,PT,42.0304,-8.1588,56.28,68,47,0.54,scattered clouds,0,0
548,Quesnel,CA,52.9999,-122.5029,50.5,46,75,3.44,broken clouds,0,0
549,Shingu,JP,33.7333,135.9833,59.72,73,70,4.81,broken clouds,0,0
550,Mulege,MX,26.8833,-111.9833,89.01,24,0,5.99,clear sky,0,0
551,Taian,CN,36.1853,117.12,48.85,66,99,3.31,overcast clouds,0,0
552,Novouzensk,RU,50.4592,48.1431,47.64,69,100,8.55,overcast clouds,0,0
553,Krasnyy Chikoy,RU,50.3643,108.7512,35.6,95,100,11.88,overcast clouds,0,0
554,Marevo,RU,57.3146,32.0804,35.35,71,36,5.35,scattered clouds,0,0
555,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,20,5.75,few clouds,0,0
556,Jacqueville,CI,5.2052,-4.4146,81.73,81,100,12.39,light rain,0,0
557,Kalianget,ID,-7.05,113.9333,81.19,82,100,8.08,moderate rain,0,0
558,Nha Trang,VN,12.25,109.1833,78.8,92,88,4.34,overcast clouds,0,0
559,Kande,TG,9.9578,1.0447,85.48,55,66,12.28,light rain,0,0
560,Le Port,RE,-20.9373,55.2919,73.36,75,0,3.53,clear sky,0,0
561,Caravelas,BR,-17.7125,-39.2481,72.82,89,100,9.95,overcast clouds,0,0
562,Igarka,RU,67.4667,86.5833,-2.58,100,36,6.17,scattered clouds,0,0
563,Roald,NO,62.5833,6.1333,49.33,66,0,17.27,clear sky,0,0
564,Maxixe,MZ,-23.8597,35.3472,70.45,88,0,6.35,light rain,0,0
565,Darovskoy,RU,58.77,47.9564,49.37,68,49,10.04,scattered clouds,0,0
566,Kasongo-Lunda,CD,-6.4667,16.8167,76.42,73,76,0.96,broken clouds,0,0
567,Huilong,CN,31.8111,121.655,59.94,68,4,10.54,clear sky,0,0
568,Butte,US,39.6499,-121.5677,64.9,25,0,11.5,clear sky,0,0
569,Masaka,UG,-0.3338,31.7341,62.83,94,100,4.52,overcast clouds,0,0
570,Gazanjyk,TM,39.2446,55.5154,64.87,71,100,17.72,overcast clouds,0,0
571,Luchenza,MW,-16.0069,35.3095,64.62,81,80,3.24,broken clouds,0,0
572,Pipraich,IN,26.8264,83.53,84.94,46,0,11.63,clear sky,0,0
573,Ponta Delgada,PT,37.7333,-25.6667,67.5,72,20,8.05,few clouds,0,0
574,Ursulo Galvan,MX,22.7333,-98.3,83.34,36,2,13.8,clear sky,0,0
575,Halifax,CA,44.6453,-63.5724,53.49,54,75,10.36,broken clouds,0,0
576,Asopos,GR,36.7333,22.8667,59.14,72,29,4.43,scattered clouds,0,0
577,Adamas,GR,36.7333,24.4333,61.7,76,100,7.11,overcast clouds,0,0
578,Letka,RU,59.6011,49.4232,49.3,67,38,10.58,scattered clouds,0,0
579,Iquique,CL,-20.2208,-70.1431,66.24,76,8,9.89,clear sky,0,0
580,Egvekinot,RU,66.3167,-179.1667,27.57,91,100,1.81,overcast clouds,0,0
581,Ouesso,CG,1.6136,16.0517,74.73,82,100,2.37,overcast clouds,0,0
582,Surt,LY,31.2089,16.5887,64.92,78,0,11.36,clear sky,0,0
583,Inongo,CD,-1.95,18.2667,71.71,96,100,4.07,light rain,0,0
584,Monroe,US,43.1501,-77.6831,64.44,32,0,17.27,clear sky,0,0
585,Carutapera,BR,-1.195,-46.02,74.98,96,99,4.16,overcast clouds,0,0
586,Sioux Lookout,CA,50.1001,-91.917,44.67,100,100,9.22,mist,0,0
587,Dori,BF,14.0354,-0.0345,97.23,14,15,6.64,few clouds,0,0
588,Pemangkat,ID,1.1667,108.9667,78.31,83,100,5.01,overcast clouds,0,0
589,Bezhetsk,RU,57.7851,36.6965,41.04,86,100,6.49,overcast clouds,0,0
590,Beitbridge,ZW,-22.2167,30.0,73.13,38,24,6.06,few clouds,0,0
591,Nelson Bay,AU,-32.7167,152.15,53.01,89,0,6.91,clear sky,0,0
592,Nizwa,OM,22.9333,57.5333,84.85,24,0,3.42,clear sky,0,0
593,Sturgeon Falls,CA,46.3646,-79.9326,69.13,35,27,3.71,scattered clouds,0,0
594,Villaviciosa,ES,43.4813,-5.4357,60.6,80,1,4.43,clear sky,0,0
595,Mikhaylovka,RU,50.06,43.2379,52.7,57,6,4.9,clear sky,0,0
596,Iwanai,JP,42.9744,140.5089,46.87,79,2,8.9,clear sky,0,0
597,Sungaipenuh,ID,-2.0833,101.3833,65.52,90,97,0.98,overcast clouds,0,0
598,Baoqing,CN,46.3317,132.2111,45.84,48,3,6.87,clear sky,0,0
599,Barkhan,PK,29.8977,69.5256,79.23,12,16,3.2,few clouds,0,0
600,Anahuac,MX,27.2333,-100.15,107.2,20,15,6.98,few clouds,0,0
601,Grao Mogol,BR,-16.5594,-42.8897,72.75,53,99,4.68,overcast clouds,0,0
602,Itoman,JP,26.1247,127.6694,75.97,92,75,8.05,broken clouds,0,0
603,Flinders,AU,-34.5833,150.8552,57.18,88,96,3.0,light rain,0,0
604,Mopipi,BW,-21.1833,24.8833,66.38,31,0,9.1,clear sky,0,0
605,Sedalia,US,38.7045,-93.2283,76.42,53,100,16.11,overcast clouds,0,0
606,Morant Bay,JM,17.8815,-76.4093,85.62,67,16,8.7,few clouds,0,0
607,Tavda,RU,58.0425,65.2726,46.92,66,41,4.25,scattered clouds,0,0
608,Saint-Joseph,RE,-21.3667,55.6167,70.18,81,19,7.87,few clouds,0,0
609,Manicore,BR,-5.8092,-61.3003,82.54,79,26,1.52,scattered clouds,0,0
610,Carbonia,IT,39.1672,8.5222,59.95,91,27,3.13,scattered clouds,0,0
611,Khuzhir,RU,53.1939,107.3397,31.98,65,100,12.8,overcast clouds,0,0
612,Forestville,US,38.8451,-76.875,56.26,52,40,16.11,scattered clouds,0,0
613,Englewood,US,39.6478,-104.9878,76.73,30,75,20.71,broken clouds,0,0
614,Debre Birhan,ET,9.6833,39.5333,55.27,65,25,5.61,scattered clouds,0,0
615,Matara,LK,5.9485,80.5353,80.64,89,94,13.44,overcast clouds,0,0
616,Sibu,MY,2.3,111.8167,75.51,100,40,3.44,scattered clouds,0,0
617,Moose Factory,CA,51.2585,-80.6094,71.6,21,0,12.66,clear sky,0,0
618,Diffa,NE,13.3154,12.6113,93.81,15,72,7.09,broken clouds,0,0
619,Masunga,BW,-20.6246,27.4488,63.27,35,1,3.29,clear sky,0,0
620,Rio Tercero,AR,-32.173,-64.1141,73.8,43,98,10.69,overcast clouds,0,0
621,Gravelbourg,CA,49.8834,-106.5512,61.07,33,72,10.38,broken clouds,0,0
622,Boundiali,CI,9.5217,-6.4869,74.62,85,94,1.59,light rain,0,0
623,Antofagasta,CL,-23.65,-70.4,65.48,76,0,5.46,clear sky,0,0
624,Zhezkazgan,KZ,47.8043,67.7144,54.19,34,99,17.65,overcast clouds,0,0
625,Yarada,IN,17.65,83.2667,84.52,74,20,2.3,few clouds,0,0
626,Malanje,AO,-9.5402,16.341,69.17,74,49,1.9,scattered clouds,0,0
627,Pitiquito,MX,30.7,-112.0833,92.34,8,0,26.73,clear sky,0,0
628,Bavly,RU,54.393,53.2602,47.64,51,100,2.82,overcast clouds,0,0
